Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1.0,1.0,0.0,0.0,0.0,1.0,0.0,26,787,3,4,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,356,5,4,5,2,20.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,11,1352,5,4,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,29,909,5,5,5,42,40.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,862,4,3,4,29,13.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,403,5,4,5,1,57.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,399,4,4,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,65,444,3,5,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,31,911,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,868,2,4,2,1,6.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,27,164,4,3,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,44,323,3,1,3,0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,33,404,5,4,5,46,94.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,102,1,5,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,2475,3,3,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,20,495,5,3,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,20,335,3,5,3,6,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,39,896,5,3,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,1313,4,4,4,24,22.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,18,621,3,5,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,596,2,2,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,25,170,5,2,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,125,4,4,4,73,91.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,39,272,1,3,1,2,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,134,3,2,3,71,65.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,30,816,2,4,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,386,3,3,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,328,5,2,5,21,9.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,42,802,1,2,5,0,17.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,56,1047,2,4,2,42,27.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,157,5,5,5,14,44.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,19,1068,3,5,3,0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,24,151,2,5,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,40,189,2,4,2,0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,40,129,1,1,1,0,3.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,42,414,4,4,4,12,14.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,16,1440,5,4,5,26,27.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,716,5,1,5,2,10.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,50,876,5,4,5,0,10.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,239,3,4,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,18,1491,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,2422,1,3,1,0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,542,5,4,5,0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,820,4,3,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,38,925,2,4,2,56,42.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,50,202,1,3,1,30,45.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,46,1050,3,4,3,43,28.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,1313,4,3,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,63,998,2,3,2,22,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,912,3,4,2,139,117.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,47,862,3,2,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,280,1,4,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,28,2504,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,29,541,5,4,5,14,31.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,669,4,5,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,17,954,1,2,1,1,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,27,1199,3,4,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,24,192,5,5,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,594,4,5,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,43,551,4,1,4,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,33,77,5,3,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,1017,5,3,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,40,612,2,5,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,55,2355,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,23,462,3,5,3,30,16.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,38,361,2,5,2,28,10.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,37,448,4,1,4,31,25.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,44,190,3,4,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,36,273,5,4,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,403,3,4,3,0,14.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,58,399,5,3,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,44,435,4,4,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,48,1298,2,5,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1249,4,3,4,0,15.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,919,3,4,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,558,1,4,1,0,4.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,14,1072,5,4,5,12,10.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,18,272,3,3,3,0,3.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,158,2,4,2,93,102.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,240,3,1,3,340,335.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,24,253,2,4,2,2,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,448,1,4,1,7,2.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,32,216,4,4,4,0,6.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,47,399,4,1,4,28,13.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,27,727,4,5,4,17,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,35,1744,4,4,4,0,4.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,1033,3,4,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,36,1773,3,3,3,0,2.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,45,502,2,4,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,27,2845,1,2,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,29,770,2,5,2,10,14.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,29,941,3,2,3,39,24.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,21,296,3,5,3,40,34.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,44,369,3,2,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,36,308,5,3,5,0,3.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,1145,2,5,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,31,1892,3,4,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,38,184,4,5,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,46,414,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,44,775,1,5,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,1037,1,4,1,10,18.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,26,351,4,5,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,335,5,4,5,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,149,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,109,3,3,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,23,363,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,777,4,2,3,5,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1352,3,4,5,214,258.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,49,937,3,5,3,10,32.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,1068,1,1,1,98,74.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,37,196,2,1,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,50,1585,4,4,4,67,51.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,391,2,4,4,274,273.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,22,247,3,4,3,21,11.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,18,632,3,5,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,37,370,5,5,5,111,102.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,23,1726,2,3,2,7,7.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,2139,2,2,2,21,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1173,3,3,3,0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,18,130,1,4,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,60,1546,5,5,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,54,1028,5,3,5,76,62.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,711,1,4,1,76,77.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,37,1726,1,3,1,4,6.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,39,463,4,3,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,952,2,2,2,7,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,598,3,3,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,712,1,2,1,2,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,323,5,3,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,35,109,4,1,4,75,85.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,23,1096,1,4,1,3,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,14,2295,3,2,3,5,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,29,1035,2,4,2,25,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,62,1325,5,5,5,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,34,370,5,5,5,12,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,34,515,3,2,3,28,14.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,29,1199,2,3,2,31,58.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,23,689,2,4,2,1,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,45,300,4,1,4,4,2.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,33,216,5,3,5,0,7.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,9,584,5,5,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,28,402,1,4,1,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,23,1524,4,5,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,29,373,2,3,2,27,34.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,42,1163,4,4,4,12,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,343,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,33,370,3,2,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,33,630,3,5,3,145,152.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,812,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,25,175,2,2,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,26,895,4,4,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,21,270,3,1,3,0,22.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,33,356,1,5,1,3,5.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,30,1521,4,4,4,10,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,14,2165,5,2,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,972,2,5,2,6,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,34,425,4,2,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,171,4,1,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,304,2,3,2,91,119.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,80,157,3,2,4,144,130.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,25,813,1,5,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,45,449,2,2,2,64,52.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,17,457,4,3,4,112,113.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,29,516,1,3,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,16,604,2,3,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,29,1020,4,5,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,11,1210,4,2,4,91,61.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,868,2,4,2,0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,29,918,4,2,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,42,408,3,4,1,184,217.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,61,226,1,5,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,29,781,4,5,4,0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,45,737,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,33,342,5,5,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,58,372,5,4,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,12,1310,3,4,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,481,1,3,1,71,62.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,21,500,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,507,4,4,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,39,384,3,4,3,14,2.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,987,5,4,5,24,14.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,651,5,3,5,0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,36,194,2,3,2,57,48.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,925,5,4,5,38,62.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,300,4,3,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,641,2,1,2,17,16.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,42,214,4,4,4,0,0.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,45,1052,2,4,2,16,4.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,21,601,3,5,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,36,308,3,4,3,51,44.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,26,521,5,5,5,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,29,1072,3,4,3,8,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,38,925,1,4,5,203,152.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,44,272,3,4,3,4,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,39,1195,1,3,1,10,6.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,414,1,2,1,3,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,551,2,5,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,28,991,4,3,4,6,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,46,1589,4,5,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,39,920,3,4,5,113,171.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,647,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,421,1,1,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,7,646,2,5,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,27,805,1,3,1,0,5.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,35,1751,2,3,2,10,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,22,221,4,5,4,0,11.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,414,1,5,1,5,4.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,37,280,1,1,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,342,5,4,5,0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,37,462,3,1,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,19,1102,2,4,2,25,15.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,22,427,2,3,2,88,91.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,44,1721,4,3,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,595,4,5,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,872,5,4,5,0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,32,912,4,4,4,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,49,964,3,3,3,0,7.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,32,153,5,5,5,43,37.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,38,1342,2,3,2,1,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,271,2,4,2,0,5.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,1452,3,4,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,58,262,3,5,2,180,174.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,175,2,3,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,23,1598,1,1,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,759,2,3,2,65,72.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,469,4,2,4,29,13.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,47,429,3,4,3,6,12.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,22,545,4,3,4,2,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,315,5,3,5,0,15.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,54,156,4,1,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,26,1340,4,4,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,18,1024,2,4,2,5,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,2288,4,4,5,3,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,37,612,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,37,199,3,4,3,4,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,22,479,2,3,2,122,106.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,27,1177,3,4,3,31,44.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,35,342,1,4,1,2,5.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,25,277,5,5,5,47,51.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,80,361,5,5,2,63,47.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,374,5,3,5,0,30.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,28,413,3,4,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,37,309,2,4,2,71,61.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,812,4,5,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,38,152,5,4,5,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,28,677,4,5,4,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,39,399,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,27,1158,5,3,5,8,4.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,24,269,4,5,4,102,85.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,39,666,2,5,2,30,31.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,436,5,4,5,2,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,35,280,1,3,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,37,432,1,3,1,0,16.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,20,1487,1,5,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,23,522,5,3,5,23,13.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,33,347,4,1,4,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,2133,4,5,5,286,272.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,429,3,4,1,184,193.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,1188,3,2,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,45,760,3,1,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,41,1014,2,3,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,20,762,2,4,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,1276,5,5,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,147,5,2,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,302,2,3,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,24,813,1,4,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,456,4,4,4,14,6.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,23,954,4,1,4,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,862,4,4,4,11,9.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,27,1189,4,3,4,108,103.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,22,1096,2,4,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,28,689,3,5,3,4,2.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,37,335,1,5,1,1,2.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,27,2586,3,5,1,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,25,562,5,2,5,2,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,38,452,3,3,3,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,44,1104,4,1,4,16,6.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,30,861,1,5,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,33,731,1,2,1,11,16.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,21,296,1,5,1,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,34,721,4,4,4,0,6.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,49,2486,2,4,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,1012,3,4,3,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,40,448,4,4,4,14,7.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,38,223,2,4,2,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,25,241,2,3,2,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,26,926,2,4,2,8,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,48,237,2,4,2,24,20.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,27,912,1,4,1,0,4.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,22,223,1,4,1,0,2.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,50,1217,3,3,3,107,96.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,44,223,3,4,3,0,13.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,34,331,2,4,2,20,25.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,24,1178,5,5,2,0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,140,2,5,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,20,806,5,4,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,66,563,2,3,2,18,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,24,1080,1,4,1,2,8.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,250,2,2,4,173,177.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,45,992,3,3,3,1,19.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,21,327,5,4,5,26,35.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,541,4,4,4,0,9.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,26,403,3,3,3,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,36,526,5,4,5,0,12.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,46,1312,4,5,4,1,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,37,345,5,4,5,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,23,1046,3,5,3,2,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,44,1121,3,1,3,0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,36,611,1,2,1,0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,25,813,2,4,2,0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,1166,5,4,5,2,33.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,26,1167,4,1,1,174,164.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,34,473,1,3,1,100,96.0
